superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 40/39r	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034642>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 40/39r	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034646>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of area 40/39r	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034650>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 40/39r	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034654>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 40/39r	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034658>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of area 40/39	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034662>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 40/39c	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034666>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 40/39c	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034670>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 40/39c	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034674>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of area 40/39c	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034678>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 40/39c	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034682>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 40/39c	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034686>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	area x of visual cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034690>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral olfactory area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034694>	gen	olfactory cortex (http://purl.obolibrary.org/obo/UBERON_0002894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of lateral olfactory area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034698>	gen	olfactory cortex (http://purl.obolibrary.org/obo/UBERON_0002894)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of lateral olfactory area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034702>	gen	olfactory cortex (http://purl.obolibrary.org/obo/UBERON_0002894)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of lateral olfactory area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034706>	gen	olfactory cortex (http://purl.obolibrary.org/obo/UBERON_0002894)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal part of AAA	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034710>	gen	anterior amygdaloid area (http://purl.obolibrary.org/obo/UBERON_0002890)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral part of AAA	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034714>	gen	anterior amygdaloid area (http://purl.obolibrary.org/obo/UBERON_0002890)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal subdivision of CoP	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034718>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	venrtral subdivision of CoP	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034722>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	magnocellular part of amygdalohippocampal area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034726>	gen	amygdalohippocampal area, magnocellular division (http://purl.obolibrary.org/obo/UBERON_0035027)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	parvocellular part of amygdalohippocampal area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034730>	gen	amygdalohippocampal area, parvocellular division (http://purl.obolibrary.org/obo/UBERON_0035028)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	glomerular subdivision of lateral nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034734>	gen			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	glomerular part of paralaminar nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034738>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	peri-caudate ependymal and subependymal zone	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034742>	gen	postnatal subventricular zone (http://purl.obolibrary.org/obo/UBERON_0004922)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudate-putamen cell bridges	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034746>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral part of rostral putamen	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034750>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	posteroventral putamen	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034754>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	entopeduncular nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034758>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	temporal claustrum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034762>	gen	claustrum of brain (http://purl.obolibrary.org/obo/UBERON_0002023)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	collateral sulcus, rostral segment	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034772>	gen	collateral sulcus (http://purl.obolibrary.org/obo/UBERON_0002716)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	collateral sulcus, caudal segment	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034776>	gen	collateral sulcus (http://purl.obolibrary.org/obo/UBERON_0002716)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	parietooccipital fissure, lateral extension	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034780>	gen	parieto-occipital sulcus (http://purl.obolibrary.org/obo/UBERON_0002695)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	anterior transverse temporal sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034856>	gen	transverse temporal sulcus (http://purl.obolibrary.org/obo/UBERON_0002569)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	posterior transverse temporal sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034860>	gen	transverse temporal sulcus (http://purl.obolibrary.org/obo/UBERON_0002569)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate transverse temporal sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034864>	gen	transverse temporal sulcus (http://purl.obolibrary.org/obo/UBERON_0002569)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral extension of transverse temporal sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034868>	gen	transverse temporal sulcus (http://purl.obolibrary.org/obo/UBERON_0002569)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	frontomarginal gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034884>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	perirhinal gyrus ( rostral part of FuGt)	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034892>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	perirhinal lobule	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034896>	gen	regional part of cerebellar cortex (http://purl.obolibrary.org/obo/UBERON_0002749)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	occipitoparietal transition region	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034900>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	occipitotemporal transition region	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034904>	gen			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral tegmental nucleus, rostral extension	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034960>	gen	ventral tegmental nucleus (http://purl.obolibrary.org/obo/UBERON_0002438)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ependyma and subependymal layers of pons	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034968>	gen	postnatal subventricular zone (http://purl.obolibrary.org/obo/UBERON_0004922)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	nucleus incertus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034972>	gen	nucleus incertus (http://purl.obolibrary.org/obo/UBERON_0035973)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	nucleus pararaphales	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034978>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	basal interstitial nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034982>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ependyma and subependymal layers of the medulla	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034990>	gen	postnatal subventricular zone (http://purl.obolibrary.org/obo/UBERON_0004922)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	internal basal nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034994>	gen			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	notocuneate nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034998>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intravbiventral fissure	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146035004>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	isthmus of rhombencephalon	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146035008>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	adjoining structures of fourth ventricle	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146035012>	Verify	fourth ventricle (http://purl.obolibrary.org/obo/UBERON_0002422)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in dorsolateral temporal cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15502>	Verify	temporal cortex (http://purl.obolibrary.org/obo/UBERON_0016538)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in ventrolateral temporal cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15503>	Verify	temporal cortex (http://purl.obolibrary.org/obo/UBERON_0016538)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	SP in dorsolateral temporal cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15504>	Verify	temporal cortex (http://purl.obolibrary.org/obo/UBERON_0016538)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	SP in ventrolateral temporal cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15505>	Verify	temporal cortex (http://purl.obolibrary.org/obo/UBERON_0016538)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15513>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15514>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of caudal dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15515>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of caudal dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15516>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of caudal dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15517>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of caudal dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15518>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of caudal dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15519>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of caudal dysgranular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15520>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15521>	gen	granular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034892)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15522>	gen	granular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034892)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of caudal granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15523>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of caudal granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15524>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of caudal granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15525>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of caudal granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15526>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of caudal granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15527>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of caudal granular insular cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15528>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	deep (subplate) layer of SuS	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15529>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	deep (subplate) layer of IG	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15530>	gen	induseum griseum (http://purl.obolibrary.org/obo/UBERON_0015793)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal layer of TT	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15531>	gen	taenia tectum of brain (http://purl.obolibrary.org/obo/UBERON_0015800)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	principal layer of TT	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15532>	gen	taenia tectum of brain (http://purl.obolibrary.org/obo/UBERON_0015800)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	deep (subplate) layer of TT	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15533>	gen	taenia tectum of brain (http://purl.obolibrary.org/obo/UBERON_0015800)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	optic nerve	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15544>	gen	cranial nerve II (http://purl.obolibrary.org/obo/UBERON_0000941)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	facial nucleus,stylohyoid part	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15554>	gen	facial nucleus (http://purl.obolibrary.org/obo/UBERON_0000127)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	reticulotegmental nucleus, dorsal part	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15555>	gen	reticulotegmental nucleus (http://purl.obolibrary.org/obo/UBERON_0002147)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	B9 serotonin cells	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15556>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsomedial tegmental area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15557>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal motor nucleus of vagus, ventrointermediate part	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15558>	gen	dorsal motor nucleus of vagus nerve (http://purl.obolibrary.org/obo/UBERON_0002870)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal motor nucleus of the vagus, ventrorostral part	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15559>	gen	dorsal motor nucleus of vagus nerve (http://purl.obolibrary.org/obo/UBERON_0002870)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	austral nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15560>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal periolivary nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15561>	gen	dorsal periolivary nucleus (http://purl.obolibrary.org/obo/UBERON_0022437)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hilus of the inferior olive	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15562>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal subdivision of area 44	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441105>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 44d	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441109>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 44d	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441113>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 44d	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441117>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of area 44d	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441121>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 44d	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441125>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 44d	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441129>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral subdivision of area 44	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441133>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 44v	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441137>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 44v	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441141>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 44v	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441145>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of area 44v	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441149>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 44v	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441153>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 44v	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441157>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	opercular subdivision of area 44	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441161>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 44op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441165>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 44op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441169>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 44op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441173>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of area 44op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441177>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 44op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441181>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 44op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441185>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	opercular subdivision of A45	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441189>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 45op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441193>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 45op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441197>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 45op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441201>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of area 45op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441205>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 45op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441209>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 45op	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441213>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	area 6/32	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441217>	Verify	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 6/32	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441221>	Verify	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 6/32	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441225>	Verify	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	New Term OR ADD LAYER	
